ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Score_Stimulants,Score_Depressants,Score_Hallucinogens,Usage_Group
563,35-44,F,University degree,UK,White,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,5,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0,0,3,5,0,Occasional
564,35-44,F,Masters degree,UK,Other,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,0,1,6,6,1,Occasional
565,25-34,F,Masters degree,UK,White,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,5,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Occasional
566,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,2,6,0,0,6,3,5,1,0,0,0,0,0,0,0,1,6,0,1,6,2,1,Occasional
567,45-54,F,Masters degree,UK,White,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
568,18-24,F,University degree,UK,White,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,5,2,2,2,5,4,6,0,0,2,0,0,0,0,0,0,6,0,1,6,5,0,Occasional
569,18-24,M,University degree,UK,White,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0,0,6,6,0,Occasional
570,35-44,M,Masters degree,UK,White,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Non-User
571,35-44,F,Doctorate degree,UK,White,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,1,6,6,0,Non-User
572,35-44,F,Professional certificate/ diploma,Australia,White,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,Non-User
573,18-24,F,Masters degree,UK,White,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
574,35-44,M,Professional certificate/ diploma,UK,White,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,0,1,6,6,1,Occasional
575,55-64,F,"Some college or university, no certificate or degree",USA,White,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,5,0,0,2,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Occasional
576,35-44,F,University degree,UK,White,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,6,1,0,0,5,2,6,1,0,1,0,0,0,1,0,0,2,0,0,2,6,1,Occasional
577,35-44,M,Left school at 16 years,UK,White,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,6,0,0,6,5,2,Non-User
578,25-34,F,Masters degree,UK,Other,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
579,25-34,F,University degree,UK,White,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,Occasional
580,45-54,F,Masters degree,UK,White,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,6,1,0,2,4,1,6,0,0,0,0,0,0,1,0,1,1,0,0,1,6,1,Non-User
581,18-24,F,Masters degree,UK,White,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
582,35-44,F,"Some college or university, no certificate or degree",UK,White,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0,0,2,6,1,Occasional
583,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,6,0,4,0,6,5,6,0,0,5,0,4,2,0,0,2,6,0,0,6,6,2,Regular
584,35-44,F,Professional certificate/ diploma,UK,White,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
585,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,5,0,0,3,6,4,6,0,0,3,0,0,0,0,0,0,3,0,0,3,5,0,Occasional
586,25-34,M,University degree,UK,White,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,Non-User
587,18-24,M,Professional certificate/ diploma,UK,White,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,2,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,Occasional
588,18-24,M,"Some college or university, no certificate or degree",UK,White,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,5,5,2,4,6,6,6,0,0,0,0,0,3,3,0,3,6,0,0,6,5,3,Regular
589,25-34,F,Left school at 16 years,UK,White,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,5,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0,0,6,5,1,Regular
590,55-64,F,"Some college or university, no certificate or degree",USA,White,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,2,1,Regular
591,35-44,M,Left school before 16 years,UK,White,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,3,3,2,1,6,6,5,2,0,2,1,0,0,1,1,0,6,0,1,6,3,1,Regular
592,35-44,F,University degree,UK,White,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,Non-User
593,35-44,F,Professional certificate/ diploma,USA,White,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,5,0,0,0,6,6,6,2,3,2,0,0,3,0,0,0,6,0,0,6,5,0,Regular
594,25-34,M,Professional certificate/ diploma,Other,Mixed-White/Black,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,5,0,3,0,6,5,5,3,0,0,0,0,4,0,0,2,6,0,0,6,5,2,Regular
595,35-44,M,Left school at 16 years,UK,White,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,5,2,3,4,6,5,5,2,0,3,0,2,3,2,0,3,0,0,0,2,5,3,Regular
596,45-54,M,Professional certificate/ diploma,Other,White,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,6,1,1,2,6,1,4,1,1,0,0,0,0,1,0,1,1,0,0,1,6,1,Non-User
597,18-24,M,Left school at 16 years,UK,White,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,5,2,0,0,5,5,5,3,0,4,0,0,0,0,0,0,6,0,0,6,5,0,Regular
598,55-64,F,Professional certificate/ diploma,Canada,White,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,1,1,1,2,6,4,5,1,1,0,0,0,6,1,3,1,1,0,1,3,2,1,Occasional
599,45-54,F,Professional certificate/ diploma,USA,White,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,5,1,0,2,6,6,6,1,0,0,0,0,2,1,0,2,3,0,0,3,5,2,Regular
600,18-24,M,"Some college or university, no certificate or degree",UK,White,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,4,0,2,0,5,6,6,0,0,0,0,0,2,0,0,3,6,0,0,6,4,3,Regular
601,45-54,F,Masters degree,UK,White,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,Non-User
602,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,4,5,0,0,6,6,5,4,0,4,0,3,4,0,0,4,6,0,0,6,4,4,Regular
603,18-24,M,"Some college or university, no certificate or degree",USA,White,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,6,3,0,0,6,6,5,0,0,0,0,0,3,0,0,0,6,0,2,6,6,0,Regular
604,18-24,M,"Some college or university, no certificate or degree",USA,White,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,6,3,0,2,6,6,3,0,0,2,0,0,6,3,3,4,6,0,0,6,6,4,Regular
605,25-34,M,University degree,USA,White,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,5,0,0,2,6,5,5,2,0,2,0,2,2,3,0,3,5,0,2,5,5,3,Regular
606,35-44,F,"Some college or university, no certificate or degree",USA,White,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,5,0,0,5,6,5,4,1,0,0,0,0,0,0,2,1,5,0,0,5,5,1,Regular
607,55-64,F,Masters degree,USA,White,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,5,3,1,2,6,6,6,1,2,0,1,0,0,1,0,1,0,0,0,3,5,1,Regular
608,18-24,M,University degree,UK,White,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,5,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,Occasional
609,45-54,M,"Some college or university, no certificate or degree",USA,White,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,2,1,0,0,6,3,3,1,1,0,1,0,0,1,0,1,6,0,0,6,2,1,Occasional
610,25-34,M,University degree,UK,White,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,6,6,4,4,6,6,6,6,2,4,2,3,4,2,0,3,1,0,5,6,6,3,Regular
611,55-64,F,Professional certificate/ diploma,Canada,White,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,4,1,0,1,5,5,4,3,3,0,0,0,0,1,0,4,1,0,1,3,4,4,Regular
612,25-34,M,"Some college or university, no certificate or degree",UK,White,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,6,1,2,0,6,6,6,2,0,3,0,0,3,1,0,0,6,0,0,6,6,1,Regular
613,25-34,M,University degree,UK,White,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,5,0,0,0,6,5,5,0,2,0,0,0,3,0,0,2,6,0,2,6,5,2,Regular
614,35-44,M,University degree,UK,White,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,1,1,1,1,6,6,6,1,0,4,0,1,5,1,0,2,1,0,0,1,1,2,Regular
615,25-34,F,Masters degree,UK,White,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,6,3,2,5,5,6,6,3,0,2,0,0,6,0,0,2,6,0,1,6,6,2,Regular
616,25-34,F,Left school before 16 years,USA,White,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,3,2,0,3,6,3,4,3,3,3,3,0,0,3,3,2,6,0,2,6,3,3,Occasional
617,35-44,F,Masters degree,UK,White,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,6,0,0,1,6,2,2,0,0,1,0,0,0,1,0,0,6,0,1,6,6,1,Occasional
618,45-54,F,"Some college or university, no certificate or degree",USA,White,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,2,6,1,6,6,6,6,2,1,0,0,0,2,1,2,4,4,0,0,6,6,4,Regular
619,45-54,M,Professional certificate/ diploma,Republic of Ireland,White,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,3,2,2,3,6,6,5,0,0,0,1,0,5,2,0,2,6,0,1,6,3,2,Regular
620,25-34,F,University degree,UK,White,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,5,0,2,0,6,3,6,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
621,55-64,M,Masters degree,UK,White,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
622,18-24,M,Left school at 18 years,UK,White,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,5,0,0,0,6,5,6,0,0,4,0,4,2,0,0,0,6,0,2,6,5,0,Regular
623,35-44,M,Masters degree,UK,White,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,5,0,1,0,6,2,6,0,0,0,0,0,0,1,0,1,1,0,0,1,5,1,Occasional
624,35-44,F,Masters degree,UK,White,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
625,45-54,F,Masters degree,UK,White,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,6,0,1,0,6,1,6,0,0,0,0,0,1,0,0,1,2,0,1,2,6,1,Non-User
626,35-44,F,Doctorate degree,UK,White,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,6,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1,Non-User
627,35-44,F,Professional certificate/ diploma,UK,White,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,6,1,0,0,6,2,6,2,0,2,0,0,0,2,0,2,2,0,0,2,6,2,Occasional
628,35-44,M,University degree,UK,White,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,6,1,2,0,6,2,5,0,0,0,0,0,0,1,0,1,2,0,0,2,6,1,Occasional
629,35-44,M,Doctorate degree,UK,White,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,5,1,1,2,5,5,6,3,0,4,0,0,0,0,0,2,5,0,0,5,5,2,Regular
630,25-34,F,Doctorate degree,UK,White,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,5,0,0,0,6,3,5,3,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Occasional
631,45-54,F,Doctorate degree,UK,Mixed-White/Black,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,5,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Non-User
632,35-44,F,Doctorate degree,UK,White,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,1,5,0,0,5,6,1,Occasional
633,18-24,F,University degree,UK,White,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
634,18-24,F,University degree,UK,White,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,5,0,2,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Occasional
635,25-34,F,Masters degree,UK,White,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,5,0,2,2,6,3,5,3,0,2,0,2,3,0,0,2,5,0,0,5,5,2,Occasional
636,35-44,F,Doctorate degree,UK,White,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,6,3,3,6,6,5,5,5,0,5,1,3,3,2,1,2,6,0,1,6,6,2,Regular
637,35-44,M,University degree,UK,White,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,5,2,2,2,6,3,6,2,0,2,0,2,0,1,0,2,1,0,0,2,5,2,Occasional
638,45-54,F,University degree,UK,White,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
639,35-44,F,Professional certificate/ diploma,Canada,White,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Non-User
640,18-24,F,University degree,UK,White,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
641,25-34,M,Left school at 16 years,UK,White,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,5,1,2,3,6,6,6,4,0,3,0,2,2,2,0,2,6,0,0,6,5,2,Regular
642,45-54,M,University degree,UK,White,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Non-User
643,35-44,M,Masters degree,UK,White,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,5,1,1,0,4,1,6,0,0,1,0,0,4,0,0,1,1,0,1,1,5,1,Non-User
644,25-34,F,Masters degree,UK,Black,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,5,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,Occasional
645,25-34,M,"Some college or university, no certificate or degree",UK,White,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,5,3,3,0,5,4,6,5,0,3,0,3,0,0,0,0,3,0,0,5,5,0,Occasional
646,45-54,M,University degree,UK,White,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,1.29221,-0.52593,5,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Non-User
647,18-24,F,University degree,UK,White,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Non-User
648,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,6,0,0,3,6,5,6,4,0,4,0,0,4,0,3,3,6,0,2,6,6,3,Regular
649,35-44,F,Masters degree,USA,White,1.13281,0.16767,1.06238,2.03972,-1.0145,1.29221,1.92173,6,2,1,3,4,6,5,3,4,1,3,0,2,1,0,1,6,0,0,6,6,1,Regular
650,25-34,F,University degree,UK,White,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,5,2,1,0,2,2,5,2,0,2,0,1,0,1,0,0,2,0,0,2,5,1,Occasional
651,45-54,F,Masters degree,UK,White,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148,5,2,2,4,6,5,6,4,1,5,0,3,4,2,1,2,6,0,0,6,5,2,Regular
652,25-34,M,Masters degree,UK,White,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,5,0,2,0,6,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,5,0,Occasional
653,18-24,M,"Some college or university, no certificate or degree",Australia,White,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,5,5,3,4,6,6,6,3,0,3,0,4,5,5,3,4,6,0,3,6,5,5,Regular
654,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,0.63779,-0.01928,0.13136,-0.00665,1.29221,0.40148,6,0,0,0,4,3,6,0,0,0,0,0,3,0,0,3,2,0,0,2,6,3,Occasional
655,35-44,F,Left school at 16 years,UK,White,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637,5,0,1,0,6,1,6,0,0,0,0,0,0,1,3,0,2,0,0,3,5,1,Non-User
656,25-34,M,Masters degree,Other,Other,-0.46725,1.74091,-0.45174,-0.15487,-1.0145,0.52975,0.7654,5,0,0,2,6,4,5,0,3,3,0,3,3,3,0,3,6,0,0,6,5,3,Occasional
657,45-54,M,"Some college or university, no certificate or degree",Canada,White,1.23461,-0.57545,0.29338,-1.21213,-1.13788,1.29221,0.40148,4,0,0,0,6,6,5,2,3,0,0,0,3,2,0,5,6,0,0,6,4,5,Regular
658,45-54,M,Professional certificate/ diploma,UK,White,1.13281,-1.37639,1.43533,-0.45321,-1.38502,1.86203,1.92173,5,1,1,1,6,4,6,1,0,2,1,1,1,1,1,1,6,0,0,6,5,1,Occasional
659,18-24,M,Masters degree,UK,White,0.62967,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,Occasional
660,25-34,M,Doctorate degree,Republic of Ireland,White,-0.79151,1.45421,1.88511,-0.91699,-0.40581,1.29221,0.40148,5,3,2,0,6,6,5,5,2,4,0,2,0,2,2,2,6,0,1,6,5,2,Regular
661,25-34,F,Masters degree,UK,Black,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
662,18-24,F,University degree,UK,White,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,6,0,0,0,6,2,6,0,0,0,0,0,3,0,0,0,5,0,0,5,6,0,Occasional
663,25-34,F,University degree,UK,White,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,Occasional
664,25-34,F,Doctorate degree,UK,White,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593,6,1,0,3,6,3,4,0,0,0,0,0,0,1,0,0,6,0,1,6,6,1,Occasional
665,18-24,M,University degree,UK,White,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,5,0,0,0,6,3,6,0,0,0,0,0,3,0,0,2,4,0,0,4,5,2,Occasional
666,25-34,F,Doctorate degree,UK,White,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,6,2,2,0,5,2,6,2,1,2,0,2,0,0,0,0,2,0,1,2,6,0,Occasional
667,18-24,M,Left school at 18 years,UK,White,-2.05048,-0.30033,0.14143,-0.15487,-0.89891,0.88113,0.40148,3,0,0,0,6,6,5,0,0,4,0,0,0,0,0,0,6,0,0,6,3,0,Regular
668,35-44,M,"Some college or university, no certificate or degree",UK,White,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,4,2,1,6,4,5,6,4,4,3,5,3,2,2,6,3,6,0,0,6,6,3,Regular
669,45-54,M,University degree,UK,White,-1.69163,2.127,0.14143,0.28783,-0.40581,0.19268,-0.21575,5,0,1,0,6,2,6,0,0,0,0,0,2,0,0,2,0,0,1,0,5,2,Occasional
670,25-34,M,"Some college or university, no certificate or degree",UK,White,-0.58016,0.96248,0.44585,-0.30172,-0.14277,0.19268,0.7654,6,0,3,5,6,6,6,4,0,3,0,0,3,0,0,0,3,0,0,4,6,0,Regular
671,18-24,M,Professional certificate/ diploma,UK,White,-0.34799,0.16767,-0.45174,-0.76096,-0.40581,-2.55524,-0.52593,5,0,3,0,6,5,5,2,0,0,0,0,3,0,0,0,6,0,0,6,5,0,Regular
672,35-44,M,Professional certificate/ diploma,UK,White,-0.46725,0.80523,-0.01928,-0.60633,0.12331,0.88113,1.2247,2,1,1,0,6,6,6,1,0,1,0,0,0,1,0,1,6,0,0,6,2,1,Regular
673,18-24,M,University degree,UK,White,-0.24649,0.00332,1.43533,0.76096,0.93949,0.52975,-0.21575,2,0,0,0,6,6,4,0,0,0,0,0,1,0,0,0,6,0,0,6,2,0,Regular
674,18-24,F,"Some college or university, no certificate or degree",UK,White,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987,5,0,0,0,6,2,5,2,0,2,0,0,0,0,0,0,0,0,0,2,5,0,Occasional
675,18-24,F,Masters degree,UK,Asian,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,-0.71126,0.7654,3,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Non-User
676,35-44,M,Professional certificate/ diploma,UK,White,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,0.19268,1.2247,3,2,1,0,6,6,6,3,0,3,0,3,3,1,0,3,6,0,1,6,3,3,Regular
677,18-24,M,Professional certificate/ diploma,UK,White,0.22393,0.00332,-1.68062,-0.15487,0.25953,0.88113,0.7654,3,0,0,0,6,6,6,0,0,0,0,0,6,0,0,0,6,0,0,6,3,0,Regular
678,25-34,M,University degree,UK,White,0.52135,-0.30033,0.44585,-0.60633,-0.65253,-0.21712,-0.21575,6,2,2,0,4,3,5,2,0,0,0,0,0,0,0,0,3,0,0,3,6,0,Occasional
679,18-24,M,"Some college or university, no certificate or degree",UK,White,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,-1.37983,-1.54858,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Non-User
680,18-24,F,"Some college or university, no certificate or degree",UK,White,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247,5,4,3,3,6,3,4,3,0,0,0,0,4,0,3,0,3,0,3,4,5,0,Occasional
681,45-54,M,Doctorate degree,UK,White,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,6,6,1,3,6,1,4,3,3,6,3,3,3,2,2,2,0,0,0,6,6,2,Non-User
682,35-44,M,"Some college or university, no certificate or degree",UK,White,-1.32828,0.00332,-1.27553,-0.60633,0.12331,0.88113,0.7654,6,0,2,3,6,3,5,0,0,2,0,0,0,0,0,0,6,0,0,6,6,0,Occasional
683,25-34,M,Masters degree,UK,White,1.37297,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Non-User
684,35-44,F,University degree,UK,White,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,-1.37983,-0.52593,3,2,2,2,3,3,4,3,1,2,0,2,2,2,0,3,1,0,0,3,3,3,Occasional
685,35-44,F,Professional certificate/ diploma,UK,White,0.91093,-0.69509,1.24033,-1.21213,-1.5184,1.29221,1.92173,4,0,0,6,6,4,6,0,0,0,0,0,3,0,6,1,4,0,0,6,6,1,Occasional
686,25-34,M,University degree,Australia,White,-0.34799,0.16767,0.7233,-0.45321,-0.78155,0.88113,0.40148,6,5,3,5,6,6,6,3,0,3,0,2,3,4,0,4,5,0,0,5,6,4,Regular
687,18-24,F,"Some college or university, no certificate or degree",Canada,White,1.60383,0.96248,1.43533,-0.30172,-0.89891,0.88113,1.2247,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Occasional
688,45-54,F,Left school before 16 years,Australia,White,-0.92104,0.63779,-0.97631,0.94156,0.25953,-1.37983,-2.07848,4,1,0,2,5,5,4,1,0,0,0,0,0,1,0,0,3,0,0,3,4,1,Regular
